JobTitle,Company,Location,PostDate,Summary,JobUrl
Data Engineer,Makeship,"Remote in Vancouver, BC","Posted
Posted 30+ days ago","Design, develop and maintain data integration pipelines for growing data sets.
Build data validation testing frameworks to ensure high data quality and…",https://ca.indeed.com/rc/clk?jk=c899afaa6eee2d00&fccid=f047ebf20c99b2ac&vjs=3
Sr. Data Analyst,Maplesoft Group,Remote,"Posted
Posted 30+ days ago","Data profiling/analysis and data querying.
The selected candidate will perform key functions to: catalog master and reference data; define data requirements and…",https://ca.indeed.com/rc/clk?jk=c6690da7b4e1e031&fccid=9db2ebf51d40b305&vjs=3
Marketing Data Analyst,TrackDDB,"Hybrid remote in Toronto, ON","Posted
Posted 30+ days ago","Proficiency with statistical analysis (regression models, cluster or factor analysis).
Lead analytics on projects of varying sizes and complexity, including…",https://ca.indeed.com/rc/clk?jk=3858243b0ca2a585&fccid=2bb1d858af433e69&vjs=3
DATA ANALYST,HKJ Marketing,"Richmond, BC","Posted
Posted 30+ days ago","Perform large data set analysis that can generate actionable findings.
Excellent SQL skills; extensive experience querying large and complex data sets.",https://ca.indeed.com/rc/clk?jk=2eb9d8f594a1e7f9&fccid=e58d29b5855f6e22&vjs=3
biological scientist,Sunnybrook Research Institute,"Toronto, ON","Posted
Posted 30+ days ago","Conduct biostatistical data analysis using computer modelling techniques.
Supervise biological technologists and technicians and other scientists.",https://ca.indeed.com/rc/clk?jk=f148b6fdbf80e39c&fccid=180902bba4d2d390&vjs=3
Systems & Data Analyst,Canadian Red Cross,"Remote in Ottawa, ON","Posted
Posted 30+ days ago","Acquire data from primary or secondary data sources and maintain data systems; compile, filter and “clean” data, analyze and interpret trends or patterns in…",https://ca.indeed.com/rc/clk?jk=eba4fe03b1427252&fccid=21d7457fa0b5bec7&vjs=3
SQL Data Analyst,"LotLinx, Inc.","Winnipeg, MB","Posted
Posted 30+ days ago","Proactively implement data standards, guidelines on data ownership, coding structures.
Compile, analyze, validate and transform data using data validation and…",https://ca.indeed.com/rc/clk?jk=ee6906b8bade17bd&fccid=0dc8ad5eb93fab27&vjs=3
"Strategy Associate, RBCx Ventures",Royal Bank of Canada,"Toronto, ON","Posted
Posted 3 days ago","A knack for numbers / quantitative analysis and an attention to detail.
Extremely strong written and verbal communication skills, with an ability to combine…",https://ca.indeed.com/rc/clk?jk=fedef16c6346e029&fccid=537b899e30af3338&vjs=3
data administrator,UPHEALTH,"Burnaby, BC","Posted
Posted 27 days ago","Research and document data requirements, data collection and administration policy, and data access rules.
Lead and co-ordinate teams of data administrators in…",https://ca.indeed.com/rc/clk?jk=1eb059841c440d77&fccid=22a970161afd13a2&vjs=3
CO-OP OPPORTUNITIES FOR STUDENTS,Office of the Superintendent of Financial...,Hybrid remote in Canada,"Posted
Posted 30+ days ago","Business administration, law, data analysis;
Accounting/audit, finance, statistics and economics;
Political sciences, human resources, social sciences;",https://ca.indeed.com/rc/clk?jk=6ef7c1adf2232735&fccid=5a173c067166ed66&vjs=3
"Data Analyst, Bilingual",LifeWorks,"Ottawa, ON","Posted
Posted 30+ days ago","Experience communicating data driven insights.
Knowledge of statistical concepts and trending analysis.
Possess strong skills in understanding, manipulating,…",https://ca.indeed.com/rc/clk?jk=fbf0d69f4c4caa90&fccid=f0b9f94cc2f932db&vjs=3
"ECON 27R - Data Scientist, Decriminalization Monitoring and...",BC Public Service,British Columbia,"Posted
Posted 9 days ago","Advises senior executives on matters directly impacting goals, objectives, financial commitments strategic direction and risks of decriminalization policy and…",https://ca.indeed.com/rc/clk?jk=13d74c09716bf4bd&fccid=65dd05622a756445&vjs=3
Data Science Student,PCL Construction,"Edmonton, AB","Posted
Posted 28 days ago","Learn and perform exploratory data analysis and present insights.
Prepare data visualizations using industry-leading tools.",https://ca.indeed.com/rc/clk?jk=7289c7e0379a5a18&fccid=73c309830cebe205&vjs=3
Senior Data Analyst,First Nations Health Authority,"Remote in Metro Vancouver Regional District, BC","Posted
Posted 21 days ago","Knowledge of research and data analysis methodologies and techniques.
Recent, relevant, and significant experience in health research and data analysis.",https://ca.indeed.com/rc/clk?jk=d26064552e1f5baf&fccid=1468513ebc10d6b8&vjs=3
Data Analytics Student - January 2023,Suncor Energy,"Hybrid remote in Calgary, AB","Posted
Posted 30+ days ago",Understand and optimize current operations and develop tools to track process data for analysis and metrics reporting.,https://ca.indeed.com/rc/clk?jk=37bf24eeb9229754&fccid=e16ce774384b4169&vjs=3
"Consultant, Information Management & Data Analytics",KPMG,"Calgary, AB","Posted
Posted 5 days ago","Industry analysis and business strategy development.
You have will have 1-3 years of post-graduation experience in data analytics or information management.",https://ca.indeed.com/rc/clk?jk=5d77e3d1ef7cc94f&fccid=2dd390c3a48a7ed0&vjs=3
Data Analyst,AMBER STUDIO,"Remote in Montréal, QC","Posted
Posted 30+ days ago","Perform data analysis and create arguments based on statistical data.
Provide visibility and analysis of data trends.
Advanced DAX/Power BI knowledge.",https://ca.indeed.com/rc/clk?jk=07415cca72145083&fccid=d89c6c51eb5939ef&vjs=3
"Manager, Data Analytics",Rogers Communications,"Remote in Toronto, ON","Posted
Posted 3 days ago","Collaborate with data analytics, data science, data product teams in identifying mutually beneficial data structures and tools, as well as in the building of…",https://ca.indeed.com/rc/clk?jk=8493cc8789358376&fccid=b5583ca8df6a68c3&vjs=3
"Data Scientist, Modelling and Segmentation",Scotiabank,"Toronto, ON","Posted
Today","Act as an analytics generalist, providing subject matter expertise and statistical analysis to internal stakeholders on a variety of subjects and segments.",https://ca.indeed.com/rc/clk?jk=8a78c998d6c24cbf&fccid=3002307a9e5b4706&vjs=3
"Advisor, Recruitment Strategy and Data Analysis",Canadian Red Cross,"Montréal, QC","Posted
Posted 8 days ago","Analyze various volunteer data: exit surveys, debriefs and volunteer feedback and put forward and monitor action plans.
Employment status: Permanent full-time.",https://ca.indeed.com/rc/clk?jk=44a2cca062b4a8ce&fccid=21d7457fa0b5bec7&vjs=3
Data & Analytics Strategy Analyst,OMERS,"Toronto, ON","Posted
Posted 14 days ago","Conducting non-routine analyses, including data gathering, processing, analysis employing advanced statistical and ML methods, with ongoing deliverables to…",https://ca.indeed.com/rc/clk?jk=ed21066f05c5a675&fccid=64d182c6fc449d3a&vjs=3
Maintenance Data Analyst,Porter Airlines Inc.,"Toronto, ON","Posted
Posted 22 days ago","Ensure data integrity by performing data quality tasks such as data verification and data correction.
Design & develop databases and processes to enable robust…",https://ca.indeed.com/rc/clk?jk=6db620858b36d3ff&fccid=8ba78c77344aa860&vjs=3
"Analyst, Data Operations",BCI,"Victoria, BC","Posted
Posted 1 day ago","Experience with data vendor relationships and data governance is highly desirable.
Experience with master data management, data quality, and exception handling.",https://ca.indeed.com/rc/clk?jk=84e419eba588d455&fccid=ec3b87d6dd153e45&vjs=3
Omni Risk Specialist (15 Month Contract) Remote,Lululemon,Remote in British Columbia,"Posted
Posted 1 day ago","Proficient with data analysis and thinking conceptually.
Collect and input data and summarize weekly findings from fraud platform reports.",https://ca.indeed.com/rc/clk?jk=33b4ef1ec16e9f4d&fccid=43f0f7dbd55927e9&vjs=3
Student and CO-OP: Information Technology and Engineering,Canadian Security Intelligence Service,"Ottawa, ON","Posted
Posted 30+ days ago","Work with ensuring data quality and data assurance in a processing system for collection, organization, filtering, triaging, and reporting of data types…",https://ca.indeed.com/rc/clk?jk=d14f373f23880eca&fccid=19150974fd7b2a28&vjs=3
Data Analyst (Remote),Cognizant Microsoft Business Group,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Finding hidden patterns using data.
Data modelling capabilities including designing effective BI data models.
You will be responsible for designing and building…",https://ca.indeed.com/rc/clk?jk=fb40ff1ff836c15e&fccid=52b14a887cc7ce93&vjs=3
Data Engineer,TD Bank,"Toronto, ON","Posted
Posted 8 days ago","Perform data profiling using TD tooling and ad hoc system query languages to validate data analysis.
Provide data analysis and requirements within enterprise…",https://ca.indeed.com/rc/clk?jk=2cf2a4720e3e8aa9&fccid=d7114f1cac8d0711&vjs=3
CAD operator,Sable Metal Fabrication Inc.,"Markham, ON","Posted
Posted 3 days ago","Prepare engineering designs and drawings.
Develop and prepare design sketches.
Complete documentation packages and drawing sets.",https://ca.indeed.com/rc/clk?jk=795bc5d3f8d8fc54&fccid=5ce715ccd6da7965&vjs=3
Meter Data Technologist,Toronto Hydro,"Remote in Toronto, ON","Posted
Posted 22 days ago","Load validation and ensure the data management system is collecting accurate and complete reading data.
Operate and maintain the performance of the various…",https://ca.indeed.com/rc/clk?jk=22b4b55d145627e5&fccid=3c8d88ba21d4badb&vjs=3
Data Analyst / Consultant (Fire / EMS),Darkhorse Analytics,"Remote in Edmonton, AB","Posted
Posted 20 days ago","*Data cleaning and summary analysis.
*Validating findings and stories in the data.
The interpretation of their data and unique needs requires strong analytical…",https://ca.indeed.com/rc/clk?jk=363a3ad351d42e5f&fccid=e754c3044e7dfcec&vjs=3
"Research Coordinator, Data Entry",Altus Group,"Calgary, AB","Posted
Posted 2 days ago","You may have a year of work experience or completed a co-op term or internship in data entry and analysis.
You have finely tuned skills in data collection and…",https://ca.indeed.com/rc/clk?jk=765e1516fb2f8e95&fccid=67fbdb0463ba7ad3&vjs=3
Procurement Data Analyst,PCL Construction,"Edmonton, AB","Posted
Today","Utilizes computer models, process analysis, and business analytics to interpret data to make business decisions and efficiently answer complicated business…",https://ca.indeed.com/rc/clk?jk=19940bac4235f3f4&fccid=73c309830cebe205&vjs=3
"Healthcare Policy Reporting Specialist I (Remote, Canada)",TrialCard,Remote in Canada,"Posted
Posted 2 days ago","Lead well-established reporting, ensuring continued high data accuracy and efficiency through thorough quality assurance of the policy data set across existing…",https://ca.indeed.com/rc/clk?jk=c4c47ef3985d2b5e&fccid=4d62dc19647ec8f9&vjs=3
"Senior Data Scientist, Loyalty Analytics (Term)",WestJet,"Remote in Calgary, AB","Posted
Posted 13 days ago","Natural curiosity to solve problems and find meaning in complex data sets & customer behavior analysis.
Experience conducting deep-dives into messy fragmented…",https://ca.indeed.com/rc/clk?jk=23d598a60324eb95&fccid=f18c1d5f3c78c7ca&vjs=3
software testing engineer,The Think Big Group,"Remote in Mississauga, ON","Posted
Posted 30+ days ago",Travel expenses paid by employer.,https://ca.indeed.com/rc/clk?jk=4ac5e2cf8fb16d6e&fccid=31062a3a97e11ea6&vjs=3
"Senior Specialist, Data Engineering Quality Assurance",Ontario Health,"Toronto, ON","Posted
Today","Excellent data analysis and problem-solving skills are necessary.
10+ years of QA experience with planning and executing testing for data-driven applications.",https://ca.indeed.com/rc/clk?jk=42abd47ecf4d54d3&fccid=942edb5b2679caa0&vjs=3
Internet security analyst,CASPIAN INFORMATION SYSTEMS INC.,"Toronto, ON","Posted
Posted 3 days ago","Assess physical and technical security risks to data, software and hardware.
Confer with clients to identify and document requirements.",https://ca.indeed.com/rc/clk?jk=8f42a160288b9fbd&fccid=a21bc50b78d9c246&vjs=3
data entry clerk,IODEVOPS SERVICES INC.,"Vancouver, BC","Posted
Posted 30+ days ago","Enter data according to specified format.
Verify accuracy and completeness of data.
Receive and register documents for data entry.",https://ca.indeed.com/rc/clk?jk=b46b7459e91d181c&fccid=2c9c37914c23670f&vjs=3
Data Scientist Co-op,conetec,"Burnaby, BC","Posted
Posted 20 days ago","Organize and upload data to ConeTec’s database.
Help implement machine learning models into ConeTec’s data processing software.",https://ca.indeed.com/rc/clk?jk=ebb8e5905c758191&fccid=0d2ac9fae60699c9&vjs=3
Data Specialist Co-Op/Intern,Kinaxis,"Ottawa, ON","Posted
Posted 30 days ago","Interpret data, analyze results using statistical techniques and provide ongoing reports/analysis.
Collaborate with team members (Data Architect, Data Engineers…",https://ca.indeed.com/rc/clk?jk=cd8a3d2273a56cda&fccid=2b42faad345a6de3&vjs=3
Data Automation Engineer,Brainsights,"Toronto, ON","Posted
Posted 14 days ago","Using your creativity and ingenuity to solve a variety of data analysis challenges.
Automate various facets of our data delivery workflows, for example:",https://ca.indeed.com/rc/clk?jk=9330fec4d6c3eb14&fccid=1347dec49c820368&vjs=3
Data Clerk,Yorkville University & Toronto Film School,"Toronto, ON","Posted
Posted 2 days ago","Work to improve data definitions and data integrity across the department.
+3 years of Data analysis experience.
What’s in it for you: *.",https://ca.indeed.com/company/Yorkville-University/jobs/Data-Clerk-6f748a5a368fbe16?fccid=4661e288d6e8aad7&vjs=3
Vulnerability Research Intern - May 2023,Trend Micro,"Toronto, ON","Posted
Posted 30+ days ago","Collaborate with other vulnerability researchers on research, analysis, and report production.
Trend Micro Research supports a global customer base including…",https://ca.indeed.com/rc/clk?jk=c7957192b8b03351&fccid=db9e6b2d86b4afad&vjs=3
